event_id,session_id,customer_id,event_type,page_url,event_timestamp,product_id
EVT-000847,c3a1962d-698f-546d-5f29-0290d8485a54,,checkout_start,https://shopco.com/deals,2024-04-25 00:00:00,
EVT-000848,8bae295e-902a-405c-3d9f-fe599bc0fa93,CUS-00220,checkout_start,https://shopco.com/deals,2024-02-24 00:00:00,
EVT-000849,f5b70dd9-728f-5897-73d0-b6c7f62ecf88,CUS-00407,add_to_cart,https://shopco.com/products/electronics,2024-01-14 00:00:00,PRD-0047
EVT-000850,042c65ad-9883-e9b1-48d3-d2cefba3091f,,page_view,https://shopco.com/search,2024-06-30 00:00:00,
EVT-000851,36fea0b4-38cd-9122-fc01-45e14ce2afa2,CUS-00323,add_to_cart,https://shopco.com/products/electronics,2024-03-01 00:00:00,PRD-0001
EVT-000852,ed0940f7-9217-4fb0-8e6b-308582e2b02d,,add_to_cart,https://shopco.com/search,2022-04-07 00:00:00,PRD-0071
EVT-000853,236eb832-27f6-a2ac-5b0c-417075dacbbe,CUS-00272,page_view,https://shopco.com/home,2024-06-29 00:00:00,
EVT-000854,17871810-4ce0-9ecb-cfa2-8fb84199322e,,product_view,https://shopco.com/deals,2023-08-06 00:00:00,PRD-0030
EVT-000855,7b874b4a-cafb-c4fe-531f-04afb93c92d5,CUS-00178,product_view,https://shopco.com/account,2024-04-25 00:00:00,PRD-0010
EVT-000856,09912f46-4ce6-928b-a46a-cc9a98611260,,page_view,https://shopco.com/deals,2022-03-22 00:00:00,
EVT-000857,5911f42e-559a-8f54-c559-cd0febffc53f,CUS-00445,page_view,https://shopco.com/deals,2024-06-07 00:00:00,
EVT-000858,bf67de42-3a0a-2b59-c538-4872deaa543e,,page_view,https://shopco.com/products/books,2022-01-12 00:00:00,
EVT-000859,51beba8e-0a8a-eb94-863d-fcd64e0648d0,,purchase,https://shopco.com/products/books,2022-06-03 00:00:00,PRD-0007
EVT-000860,2737f345-3886-29ff-b2a0-f778809d6444,CUS-00052,checkout_start,https://shopco.com/deals,2023-04-02 00:00:00,
EVT-000861,c94f6ed3-4a2f-3876-6e93-561538da9a90,CUS-00404,page_view,https://shopco.com/search,2022-05-16 00:00:00,
EVT-000862,beccf760-9249-ee3a-79d1-9c4e1521ad35,CUS-00051,checkout_start,https://shopco.com/products/sports,2023-02-13 00:00:00,
EVT-000863,c6196773-6f3a-cf33-8077-7ac56605de3c,CUS-00134,add_to_cart,https://shopco.com/search,2023-05-08 00:00:00,PRD-0011
EVT-000864,32339053-9242-ba54-a6f9-c0e165339cf0,,product_view,https://shopco.com/products/books,2024-01-24 00:00:00,PRD-0063
EVT-000865,6e18c9b3-c6da-85f1-4429-6ca21257429e,CUS-00332,product_view,https://shopco.com/products/books,2022-04-02 00:00:00,PRD-0032
EVT-000866,5d822e3a-6c6d-282b-69e0-8370abf7a5d0,CUS-00357,page_view,https://shopco.com/cart,2022-11-25 00:00:00,
EVT-000867,c509d558-0632-6b36-a7c8-f0c59808552c,CUS-00313,checkout_start,https://shopco.com/search,2022-12-25 00:00:00,
EVT-000868,0b7d1856-70c2-3600-2554-5c1a9f88dda3,CUS-00240,search,https://shopco.com/cart,2023-12-03 00:00:00,
EVT-000869,da4ec04c-ba7e-1b86-c1fa-d75327ef0a4b,CUS-00088,checkout_start,https://shopco.com/products/clothing,2024-01-28 00:00:00,
EVT-000870,ed3e2846-9efa-0407-f2ed-cab03e3869e2,CUS-00152,page_view,https://shopco.com/checkout,2022-01-15 00:00:00,
EVT-000871,4e1c3762-1c7c-b6ed-cde5-5848b19c905e,CUS-00461,checkout_start,https://shopco.com/account,2022-01-24 00:00:00,
EVT-000872,363d75f1-89ba-b9c8-bd71-7da33581a632,CUS-00209,checkout_start,https://shopco.com/products/sports,2023-06-20 00:00:00,
EVT-000873,fe07832a-badc-4599-9f7f-ae0c7ba79d05,CUS-00145,add_to_cart,https://shopco.com/products/electronics,2023-01-21 00:00:00,PRD-0071
EVT-000874,48b51c88-0f63-5f4a-2b9a-118e4165964c,CUS-00206,page_view,https://shopco.com/products/books,2022-10-05 00:00:00,
EVT-000875,0222305d-f1f7-1605-a79e-36267707ac0e,CUS-00069,page_view,https://shopco.com/deals,2023-11-08 00:00:00,
EVT-000876,5c375254-a8fc-5690-e9b1-c4a1da221b85,CUS-00111,add_to_cart,https://shopco.com/products/electronics,2022-10-27 00:00:00,PRD-0085
EVT-000877,fa033d6c-822f-b2f0-6175-a257fad3b44c,CUS-00102,purchase,https://shopco.com/home,2023-05-12 00:00:00,PRD-0030
EVT-000878,f77fa3a7-802a-a6eb-32e9-7c2d2fb90ccf,CUS-00469,page_view,https://shopco.com/products/sports,2023-12-31 00:00:00,
EVT-000879,8787c3f4-ec19-e4eb-3f55-17400a2d36a6,CUS-00313,page_view,https://shopco.com/home,2023-05-17 00:00:00,
EVT-000880,5a16f9d9-af2f-0773-58c6-915804b40ac9,CUS-00364,purchase,https://shopco.com/checkout,2022-08-30 00:00:00,PRD-0021
EVT-000881,631d9c8b-e0f0-fe79-41f7-4651a033edad,CUS-00031,add_to_cart,https://shopco.com/products/sports,2022-10-14 00:00:00,PRD-0008
EVT-000882,a82cae18-6491-982b-e5ad-481d577f4c16,CUS-00141,product_view,https://shopco.com/products/clothing,2024-01-18 00:00:00,PRD-0020
EVT-000883,df695d17-9cc9-6aed-ad91-12c5f5ea4128,,purchase,https://shopco.com/cart,2023-03-04 00:00:00,PRD-0067
EVT-000884,4ff85111-f875-1fd4-6d2c-cf42271a919f,,product_view,https://shopco.com/home,2023-04-05 00:00:00,PRD-0074
EVT-000885,94be6d9f-2379-c05f-a708-728034ee0b67,,page_view,https://shopco.com/cart,2024-06-02 00:00:00,
EVT-000886,e60d7a94-b483-d162-b043-a39a4f1a84cb,,page_view,https://shopco.com/search,2023-03-17 00:00:00,
EVT-000887,eac7dc2e-9099-a283-eedb-0ce5a7fecdcd,CUS-00162,page_view,https://shopco.com/home,2022-03-11 00:00:00,
EVT-000888,e12ff6cd-d6ea-f269-514e-13532f237c4d,CUS-00150,page_view,https://shopco.com/products/electronics,2024-02-23 00:00:00,
EVT-000889,f610f40d-69fe-890f-f90f-b6e4e15052f3,CUS-00422,checkout_start,https://shopco.com/checkout,2023-03-30 00:00:00,
EVT-000890,21acfdb5-1b55-5f6d-301c-6abfc7739d46,CUS-00190,add_to_cart,https://shopco.com/products/electronics,2024-02-20 00:00:00,PRD-0020
EVT-000891,98ab182c-3b1d-0181-9cc3-c1f59129bc75,CUS-00238,add_to_cart,https://shopco.com/cart,2023-12-05 00:00:00,PRD-0078
EVT-000892,c7a2b171-b02a-06ee-1458-80635bf88d1d,CUS-00489,page_view,https://shopco.com/search,2023-05-30 00:00:00,
EVT-000893,2f191516-5fbb-cda5-a64a-1fe8b646e2b1,CUS-00397,search,https://shopco.com/account,2023-05-01 00:00:00,
EVT-000894,08403234-39ed-0800-3179-79f929ede760,CUS-00419,page_view,https://shopco.com/products/electronics,2022-10-04 00:00:00,
EVT-000895,33ece6b1-fcfd-8547-abdc-e0dabe0bbddd,CUS-00210,purchase,https://shopco.com/products/clothing,2022-07-01 00:00:00,PRD-0029
EVT-000896,b017c533-7d6c-e5c3-9df7-9a27ddfc2a92,CUS-00333,search,https://shopco.com/account,2024-06-27 00:00:00,
EVT-000897,9ba14c35-0ab5-207f-c6b6-020a67a55936,CUS-00390,product_view,https://shopco.com/home,2023-02-08 00:00:00,PRD-0055
EVT-000898,74f76d09-739c-afa5-1bfc-270c85494255,CUS-00044,page_view,https://shopco.com/cart,2023-06-16 00:00:00,
EVT-000899,c3e1847c-8420-e0d8-632c-817e8ec57d47,,purchase,https://shopco.com/products/electronics,2022-07-14 00:00:00,PRD-0006
EVT-000900,c60fb252-4df7-42ae-e267-e12b65e5f13f,CUS-00293,add_to_cart,https://shopco.com/account,2022-06-20 00:00:00,PRD-0057
EVT-000901,b0a0c1cd-0df6-c527-eb45-bc389cf65e33,,purchase,https://shopco.com/search,2023-04-20 00:00:00,PRD-0038
EVT-000902,1cf8d03f-802b-1bf4-b8ff-615c172720fa,CUS-00185,search,https://shopco.com/products/books,2023-12-14 00:00:00,
EVT-000903,736d417c-52ce-55e3-69df-05c764a0053f,CUS-00026,page_view,https://shopco.com/search,2023-04-10 00:00:00,
EVT-000904,b11464aa-52f6-9081-4005-64b8171603b1,,product_view,https://shopco.com/search,2024-01-06 00:00:00,PRD-0059
EVT-000905,730bc657-b4cb-4613-1d39-e9c217584f23,,page_view,https://shopco.com/home,2022-03-29 00:00:00,
EVT-000906,60f11528-28ef-2f46-f323-123e9cb0c90c,,purchase,https://shopco.com/deals,2022-02-14 00:00:00,PRD-0066
EVT-000907,df0ddef1-90c4-0e45-55cf-37bae98965f2,,page_view,https://shopco.com/search,2022-06-16 00:00:00,
EVT-000908,0d22af35-b648-be8a-c4e7-75b92dca365a,CUS-00430,page_view,https://shopco.com/checkout,2022-11-13 00:00:00,
EVT-000909,1e18046d-2e42-1840-a05f-36c849ed856e,CUS-00135,search,https://shopco.com/cart,2022-01-04 00:00:00,
EVT-000910,7fa70485-dafc-3805-7f64-85de75699aef,,add_to_cart,https://shopco.com/products/electronics,2023-09-15 00:00:00,PRD-0002
EVT-000911,a8d3110e-96bf-ae6e-3785-0b5c3ce5988c,CUS-00488,search,https://shopco.com/account,2023-02-24 00:00:00,
EVT-000912,01aec505-99a0-4abb-99e9-54331453e17e,CUS-00251,search,https://shopco.com/products/sports,2022-10-12 00:00:00,
EVT-000913,a73d2746-0e18-ab96-25f4-1dd62f51ac6e,CUS-00358,product_view,https://shopco.com/products/electronics,2022-05-29 00:00:00,PRD-0007
EVT-000914,9a70ea8a-d688-1d3e-93fd-e248aac04912,CUS-00306,page_view,https://shopco.com/home,2022-03-31 00:00:00,
EVT-000915,2da1afda-fe65-6dcc-6abd-b05a1be00f8e,CUS-00166,page_view,https://shopco.com/checkout,2023-09-18 00:00:00,
EVT-000916,94372280-bfd4-67e7-7491-050cf75efed8,CUS-00369,page_view,https://shopco.com/products/electronics,2022-04-06 00:00:00,
EVT-000917,d1fcdedd-6102-2b56-e5c4-82ff5e5a90c1,CUS-00070,add_to_cart,https://shopco.com/deals,2024-05-13 00:00:00,PRD-0042
EVT-000918,1f3cea1d-2271-97ca-7887-73ed4af715b7,CUS-00282,page_view,https://shopco.com/home,2023-06-24 00:00:00,
EVT-000919,9caf8df1-3584-5d71-b221-e1c535b86d0a,CUS-00060,purchase,https://shopco.com/products/clothing,2023-08-09 00:00:00,PRD-0068
EVT-000920,9ad2bb72-b04b-a584-b95c-ec2d7bd15655,CUS-00295,page_view,https://shopco.com/deals,2023-09-16 00:00:00,
EVT-000921,feb9ea24-933c-8d00-8680-0a0b42791490,,checkout_start,https://shopco.com/home,2022-05-13 00:00:00,
EVT-000922,7f6bf62c-a1c1-6b96-baab-d9f2850b7073,,search,https://shopco.com/search,2024-06-23 00:00:00,
EVT-000923,1e42d2b8-0067-9b62-318c-d979fab0a15d,CUS-00025,product_view,https://shopco.com/account,2023-10-03 00:00:00,PRD-0038
EVT-000924,ccb03fc5-3513-a238-d91b-1a04bccaba38,,page_view,https://shopco.com/deals,2023-02-28 00:00:00,
EVT-000925,ce58de20-8f77-63e0-5982-aa44557368cf,,page_view,https://shopco.com/cart,2022-01-12 00:00:00,
EVT-000926,4eca2e96-115d-b44f-ca4a-40bc412181a3,CUS-00308,product_view,https://shopco.com/products/sports,2023-07-18 00:00:00,PRD-0037
EVT-000927,af92ef22-1d24-67e2-0191-d19dc45c3fbb,CUS-00342,checkout_start,https://shopco.com/home,2023-02-10 00:00:00,
EVT-000928,549c9eb9-31ab-0158-2cf6-073bd500c147,CUS-00347,page_view,https://shopco.com/account,2023-05-01 00:00:00,
EVT-000929,27c7655a-7b43-4a72-22c0-c475a54976d0,,page_view,https://shopco.com/account,2024-06-04 00:00:00,
EVT-000930,69f8d3e4-d06d-3943-c8b3-815e76647043,CUS-00058,checkout_start,https://shopco.com/products/sports,2022-11-03 00:00:00,
EVT-000931,3550b07e-04ca-bb38-892f-ca698e2017e1,,checkout_start,https://shopco.com/home,2024-03-29 00:00:00,
EVT-000932,47cc3a66-2638-d8be-f838-93a210f35676,CUS-00032,checkout_start,https://shopco.com/home,2023-01-20 00:00:00,
EVT-000933,2ff8107a-63ba-9d86-9b0e-70ad922bda48,,page_view,https://shopco.com/products/clothing,2024-06-04 00:00:00,
EVT-000934,69f35b2d-4580-dac2-0818-c965b5b81351,CUS-00089,add_to_cart,https://shopco.com/account,2024-06-17 00:00:00,PRD-0041
EVT-000935,4d79132c-f362-d408-d457-530573b0220d,CUS-00222,product_view,https://shopco.com/products/sports,2022-11-06 00:00:00,PRD-0048
EVT-000936,0992b886-c8f2-16c1-5fcc-997d1cbb304b,CUS-00207,page_view,https://shopco.com/products/clothing,2023-03-31 00:00:00,
EVT-000937,80038f26-e7ab-2ef7-7b8f-d09acc8ceba9,CUS-00158,page_view,https://shopco.com/cart,2022-12-15 00:00:00,
EVT-000938,4f73ab1c-860c-7b68-dfb6-8a5fbb8141f0,CUS-00336,search,https://shopco.com/search,2024-02-27 00:00:00,
EVT-000939,84222f58-f022-54af-fb76-4637d277ab64,,page_view,https://shopco.com/search,2022-07-30 00:00:00,
EVT-000940,dd643387-b6b3-8fbc-6338-fb2975992b0a,,page_view,https://shopco.com/products/clothing,2022-01-05 00:00:00,
EVT-000941,df3334c6-9823-3b06-d91e-a7e6afe2a940,CUS-00090,add_to_cart,https://shopco.com/home,2023-04-24 00:00:00,PRD-0006
EVT-000942,a8b331a0-c424-6277-8544-94ab1a64f27d,CUS-00320,page_view,https://shopco.com/products/electronics,2023-08-15 00:00:00,
EVT-000943,33579b27-5225-374a-35b8-726ce462ff64,CUS-00198,add_to_cart,https://shopco.com/checkout,2022-10-11 00:00:00,PRD-0082
EVT-000944,1e1e5d91-abce-c90f-70ec-f41bc5d56016,CUS-00280,checkout_start,https://shopco.com/search,2022-06-11 00:00:00,
EVT-000945,8f43a250-9f79-5228-f553-056703e7dd21,,add_to_cart,https://shopco.com/products/clothing,2022-07-31 00:00:00,PRD-0015
EVT-000946,243d116d-4563-abbe-5188-3a268ca33a54,CUS-00291,checkout_start,https://shopco.com/products/books,2022-09-08 00:00:00,
EVT-000947,e46a0b42-9cfe-cbd8-4fb6-7094123cf911,CUS-00347,page_view,https://shopco.com/products/sports,2023-03-31 00:00:00,
EVT-000948,e73e2bc5-7882-2064-076c-108d214c87b1,,page_view,https://shopco.com/products/electronics,2022-04-19 00:00:00,
EVT-000949,2dd1d45b-6454-a82a-6d2c-dbf9160beed4,,purchase,https://shopco.com/products/books,2023-10-07 00:00:00,PRD-0007
EVT-000950,5513b74f-4ffc-1c54-5b0a-31ea9dc6d783,CUS-00203,search,https://shopco.com/products/sports,2022-03-22 00:00:00,
EVT-000951,d0170108-17c9-5aaa-21bd-55eb915aa3c0,CUS-00480,search,https://shopco.com/products/clothing,2023-04-12 00:00:00,
EVT-000952,77243aa3-c438-eae0-b5d0-b595a4f89e23,CUS-00482,add_to_cart,https://shopco.com/cart,2022-08-18 00:00:00,PRD-0088
EVT-000953,420fbeef-9def-eab9-e54c-a6cadc70ce22,CUS-00373,page_view,https://shopco.com/deals,2022-07-07 00:00:00,
EVT-000954,53238aff-e1e5-38a1-dc5c-d673c9ed66a6,CUS-00465,checkout_start,https://shopco.com/account,2022-01-31 00:00:00,
EVT-000955,7a88f162-59f8-068e-1ce6-2a9f79af8348,CUS-00473,page_view,https://shopco.com/search,2022-10-17 00:00:00,
EVT-000956,8208fd42-209c-e4a5-931e-1d4d9abc9859,CUS-00106,checkout_start,https://shopco.com/deals,2024-04-17 00:00:00,
EVT-000957,1228130b-a642-72a2-8e5f-d65f536c32d0,CUS-00310,page_view,https://shopco.com/products/sports,2023-04-18 00:00:00,
EVT-000958,3e628981-9ef1-a74f-3d13-452669d75427,,purchase,https://shopco.com/search,2023-05-09 00:00:00,PRD-0076
EVT-000959,b1ade82a-d05c-c78d-354f-184e57390b03,,purchase,https://shopco.com/deals,2024-03-14 00:00:00,PRD-0009
EVT-000960,b1b2b5f8-8b66-1d1f-579a-7954c98e3f5b,CUS-00242,purchase,https://shopco.com/search,2023-11-10 00:00:00,PRD-0073
EVT-000961,92fe00e8-b63f-a809-ee4d-0decbd472885,CUS-00499,page_view,https://shopco.com/products/clothing,2023-08-30 00:00:00,
EVT-000962,d2701a52-18ff-d8ad-8e1a-3a51534bfa86,CUS-00456,search,https://shopco.com/search,2022-11-12 00:00:00,
EVT-000963,d066ad21-af7d-7f21-1bd6-b03d9927839b,,purchase,https://shopco.com/deals,2022-12-02 00:00:00,PRD-0009
EVT-000964,172d2bd0-0fbd-4c81-a900-8ecda51e01ad,CUS-00223,search,https://shopco.com/search,2024-06-27 00:00:00,
EVT-000965,26330c43-a92f-85fe-258f-cafcc1cfd878,CUS-00464,page_view,https://shopco.com/products/sports,2022-10-26 00:00:00,
EVT-000966,34a63e76-3217-3525-7279-101c93f3503d,,purchase,https://shopco.com/home,2022-11-03 00:00:00,PRD-0079
EVT-000967,5821b9f8-ea45-2afd-fb8a-61ebb7c12a4c,CUS-00092,add_to_cart,https://shopco.com/products/books,2022-01-09 00:00:00,PRD-0056
EVT-000968,5e85643c-0ffa-2366-4b4f-afafda3dc780,,purchase,https://shopco.com/products/electronics,2022-01-01 00:00:00,PRD-0017
EVT-000969,dd9d2e4d-483e-dd69-dc7a-bd161c153057,CUS-00032,checkout_start,https://shopco.com/cart,2023-03-19 00:00:00,
EVT-000970,67f1c18b-61fe-800a-b636-cc4c5170ca8a,CUS-00391,purchase,https://shopco.com/deals,2023-07-13 00:00:00,PRD-0081
EVT-000971,302fa247-239a-046d-7991-2c512c649adf,,product_view,https://shopco.com/deals,2024-05-13 00:00:00,PRD-0085
EVT-000972,49d93a08-277e-0fbc-6acf-f20fd707cb6d,,checkout_start,https://shopco.com/search,2022-05-18 00:00:00,
EVT-000973,24dcea07-0405-6d2b-a5fc-d671125df206,CUS-00499,page_view,https://shopco.com/deals,2022-05-20 00:00:00,
EVT-000974,6a7580e2-ce52-309d-a46a-07c22320de16,CUS-00467,page_view,https://shopco.com/products/books,2023-03-12 00:00:00,
EVT-000975,8d532691-6c93-6f69-8269-041a74533044,CUS-00461,page_view,https://shopco.com/deals,2022-12-30 00:00:00,
EVT-000976,93f3c702-01e6-ee9a-9ac5-50236cbdd931,,product_view,https://shopco.com/cart,2023-12-31 00:00:00,PRD-0024
EVT-000977,5df1bf6f-938b-d3f8-8bd1-8d4bed3353fc,CUS-00035,add_to_cart,https://shopco.com/products/electronics,2023-08-05 00:00:00,PRD-0053
EVT-000978,948c7eb4-1cf8-570b-5e5b-2ad8b4732eb6,CUS-00494,search,https://shopco.com/products/clothing,2022-05-26 00:00:00,
EVT-000979,e3d1803c-85fa-b5ea-1407-2edb8456ce4f,,add_to_cart,https://shopco.com/products/clothing,2022-09-09 00:00:00,PRD-0060
EVT-000980,f5dd7f92-a9ea-a9ff-bddf-2416a1731ed8,,search,https://shopco.com/products/clothing,2023-12-02 00:00:00,
EVT-000981,88f7f097-57f2-a45f-e751-5d4b0d829d52,CUS-00012,add_to_cart,https://shopco.com/account,2023-04-10 00:00:00,PRD-0079
EVT-000982,6bc7b635-54de-19cd-bbdb-453692ef63c1,CUS-00362,search,https://shopco.com/checkout,2022-10-24 00:00:00,
EVT-000983,98feb4f3-ec40-d95a-b1ee-df64090b23ed,CUS-00312,page_view,https://shopco.com/products/books,2022-09-24 00:00:00,
EVT-000984,2b48c6e6-9401-0dfe-7921-0c7ca119ceee,,page_view,https://shopco.com/products/electronics,2023-11-04 00:00:00,
EVT-000985,151f62f9-7c19-3e6f-496c-c03a06fd01e6,CUS-00130,add_to_cart,https://shopco.com/products/sports,2022-03-20 00:00:00,PRD-0080
EVT-000986,4674a0eb-47ed-c6dd-9da4-ec0f21ee0f6c,CUS-00264,add_to_cart,https://shopco.com/products/electronics,2024-01-30 00:00:00,PRD-0033
EVT-000987,977e3f2c-e8fe-6095-2cb3-7e239a940c6c,CUS-00155,page_view,https://shopco.com/account,2023-01-14 00:00:00,
EVT-000988,3c775558-b365-fb7c-c853-bc5542e17302,CUS-00497,page_view,https://shopco.com/search,2024-03-29 00:00:00,
EVT-000989,f7a3f6a6-159b-558b-fbec-1ed857c4e2c3,CUS-00149,page_view,https://shopco.com/products/books,2024-04-21 00:00:00,
EVT-000990,fe5b9fc9-c0b4-f6d6-7ef6-775bd66de2a1,CUS-00423,page_view,https://shopco.com/deals,2022-09-01 00:00:00,
EVT-000991,35fab528-2ad3-136f-a338-17fab9db1388,,search,https://shopco.com/home,2022-02-25 00:00:00,
EVT-000992,661423a7-76c9-aeb2-2ae7-dc190d722918,CUS-00488,add_to_cart,https://shopco.com/checkout,2023-05-03 00:00:00,PRD-0015
EVT-000993,797eb3e4-63db-a8c8-b4a2-b699aefa823b,CUS-00269,product_view,https://shopco.com/search,2023-06-28 00:00:00,PRD-0049
EVT-000994,72e5e892-cc1c-7204-ed5e-749b49ee4969,CUS-00392,purchase,https://shopco.com/home,2023-06-27 00:00:00,PRD-0002
EVT-000995,a32e3ab5-8802-d74a-eaef-2ec218ecde2b,CUS-00363,page_view,https://shopco.com/deals,2023-09-18 00:00:00,
EVT-000996,1928aae5-cd64-9aff-445f-dde1453417b5,CUS-00262,add_to_cart,https://shopco.com/products/books,2023-02-05 00:00:00,PRD-0043
EVT-000997,3de667f9-bfc4-6c0e-acdf-e0ffc5ed3982,,search,https://shopco.com/products/books,2024-02-28 00:00:00,
EVT-000998,fe43541a-b0b6-148c-ad7e-eff756604762,CUS-00185,product_view,https://shopco.com/home,2023-07-15 00:00:00,PRD-0067
EVT-000999,11654cb3-d4e9-9a65-022b-7e76ac3cbe34,CUS-00013,page_view,https://shopco.com/deals,2022-04-11 00:00:00,
EVT-001000,382bab11-59fc-faeb-7229-44a9af7ce609,CUS-00291,page_view,https://shopco.com/checkout,2022-07-17 00:00:00,
EVT-001001,0e8fd00b-1789-76de-9e90-d10706113bfe,,page_view,https://shopco.com/cart,2023-09-06 00:00:00,
EVT-001002,161d6acf-1eb6-d1f0-f532-1352b54468e4,,page_view,https://shopco.com/search,2023-01-20 00:00:00,
EVT-001003,2f2bdc13-b216-5b5a-1c60-57fee5605cfb,CUS-00260,page_view,https://shopco.com/checkout,2023-04-24 00:00:00,
EVT-001004,fec88839-ec35-c3de-7414-e3e1a3871e92,CUS-00284,page_view,https://shopco.com/deals,2023-12-10 00:00:00,
EVT-001005,12f178bd-c7de-01a9-2976-9b0f41e0cfaf,CUS-00284,checkout_start,https://shopco.com/products/electronics,2023-01-27 00:00:00,
EVT-001006,f4a29332-421b-ecca-0f60-00f3fef72410,CUS-00272,purchase,https://shopco.com/search,2023-03-28 00:00:00,PRD-0043
EVT-001007,335f0d14-edb7-d4e4-fabb-66097de17a85,,page_view,https://shopco.com/deals,2022-07-02 00:00:00,
EVT-001008,c4ca00d7-8a66-de67-24d4-d5a31bc2197e,CUS-00442,search,https://shopco.com/cart,2023-09-21 00:00:00,
EVT-001009,424d9430-b724-79b7-710b-7fa9e9a0c20d,CUS-00106,page_view,https://shopco.com/products/electronics,2022-03-16 00:00:00,
EVT-001010,c6f903cf-4027-1514-ba40-662f9243a301,CUS-00457,page_view,https://shopco.com/products/electronics,2023-05-25 00:00:00,
EVT-001011,eed21f94-0038-dc84-a3ed-033aa7222ea2,CUS-00039,page_view,https://shopco.com/deals,2022-09-30 00:00:00,
EVT-001012,642e3a16-e795-03fb-546f-cba3b336d143,,page_view,https://shopco.com/products/electronics,2023-06-12 00:00:00,
EVT-001013,d8139af7-6766-d37b-6fa1-79a57a675870,CUS-00072,search,https://shopco.com/products/sports,2022-08-20 00:00:00,
EVT-001014,d166eb08-b073-6dd1-f443-864c62699a44,CUS-00494,page_view,https://shopco.com/products/clothing,2023-08-04 00:00:00,
EVT-001015,668eb10e-4d86-2412-ae8c-c97b555c4e18,CUS-00057,checkout_start,https://shopco.com/products/clothing,2023-01-10 00:00:00,
EVT-001016,c2ad0d97-75aa-ecb0-d757-ad381498d0dd,CUS-00297,checkout_start,https://shopco.com/cart,2022-06-30 00:00:00,
EVT-001017,30e59543-a925-de85-6258-8ce9f7aeede8,CUS-00307,page_view,https://shopco.com/deals,2022-04-20 00:00:00,
EVT-001018,a1fe9bc6-e29d-650a-15b9-8c207c8b7f1e,CUS-00449,checkout_start,https://shopco.com/cart,2022-05-24 00:00:00,
EVT-001019,ff12fe28-b840-d136-067e-4b72316e8645,,page_view,https://shopco.com/cart,2023-05-16 00:00:00,
EVT-001020,4ec77371-a4b6-5cfa-8a61-9e64caf0f442,,purchase,https://shopco.com/products/sports,2024-05-04 00:00:00,PRD-0009
EVT-001021,097ba119-0433-fd20-feee-f3e1f7716700,CUS-00348,search,https://shopco.com/products/electronics,2022-12-12 00:00:00,
EVT-001022,ce9e5929-3630-8a60-1e41-82bb67cf5ce0,,page_view,https://shopco.com/products/sports,2023-04-15 00:00:00,
EVT-001023,ecc0baa6-3ba4-f2ba-9450-0024bdb58d06,CUS-00074,page_view,https://shopco.com/products/electronics,2024-01-24 00:00:00,
EVT-001024,78a1d988-04e1-502a-a761-80c77d283421,,page_view,https://shopco.com/products/electronics,2022-09-06 00:00:00,
EVT-001025,0cca0c05-a1f6-19ed-2c18-82c903ad702e,CUS-00315,page_view,https://shopco.com/products/clothing,2023-04-13 00:00:00,
EVT-001026,d15b5a37-105f-86aa-974e-8f83d5d9a385,CUS-00109,page_view,https://shopco.com/products/clothing,2023-05-25 00:00:00,
EVT-001027,565c1e3f-6d1c-31d6-33e0-4a38cdf0aaba,,product_view,https://shopco.com/deals,2022-11-29 00:00:00,PRD-0009
EVT-001028,8bbf1b30-9372-92e6-af20-6a9df9d18507,CUS-00141,page_view,https://shopco.com/home,2024-05-06 00:00:00,
EVT-001029,102f4f5c-55e3-9295-2c67-10bd97d46f61,CUS-00124,product_view,https://shopco.com/checkout,2022-05-25 00:00:00,PRD-0006
EVT-001030,2a3dd769-8dac-210d-5eb3-8ef5b24070ca,CUS-00450,purchase,https://shopco.com/cart,2023-08-19 00:00:00,PRD-0022
EVT-001031,d8ed0649-ca82-6730-1997-7e2e22249813,,page_view,https://shopco.com/products/books,2023-01-21 00:00:00,
EVT-001032,14aa3ca3-7ca9-e68f-e12f-3b2104005940,CUS-00007,page_view,https://shopco.com/products/electronics,2022-07-03 00:00:00,
EVT-001033,e30cdee2-97fe-b937-a6d9-77a1b4ecfe8d,CUS-00291,page_view,https://shopco.com/deals,2023-12-12 00:00:00,
EVT-001034,24a167fd-34c6-ea9b-207c-0594b13e655f,,search,https://shopco.com/checkout,2023-06-20 00:00:00,
EVT-001035,2caf3d2f-f026-a418-3d3f-bbec697ae294,,search,https://shopco.com/products/electronics,2023-09-03 00:00:00,
EVT-001036,f346bbe7-9caf-4bfe-7ff8-a2c6b79a566b,CUS-00091,page_view,https://shopco.com/checkout,2022-12-23 00:00:00,
EVT-001037,1e14fe04-3120-8bde-3c52-d68a8ec61be5,,purchase,https://shopco.com/products/clothing,2023-09-26 00:00:00,PRD-0001
EVT-001038,8a2b466e-fc9d-c0d0-c2d9-4cc9dcdbf14e,,checkout_start,https://shopco.com/cart,2023-04-21 00:00:00,
EVT-001039,cbeed3e3-1cd8-89e2-3197-91670d95ee72,CUS-00153,product_view,https://shopco.com/account,2023-05-25 00:00:00,PRD-0036
EVT-001040,0b099fcc-ec34-4cf0-ab8e-77a128e60130,CUS-00056,page_view,https://shopco.com/home,2022-10-19 00:00:00,
EVT-001041,ce1e8d1f-9de7-df7b-5594-552b405a8e7e,CUS-00465,product_view,https://shopco.com/products/electronics,2022-04-17 00:00:00,PRD-0056
