order_id,customer_id,order_date,order_status,total_amount,payment_method
ORD-000347,CUS-00115,2024-05-17 00:00:00,delivered,289.84,debit_card
ORD-000348,CUS-00189,2022-04-28 00:00:00,cancelled,233.68,credit_card
ORD-000349,CUS-00414,2023-03-16 00:00:00,cancelled,455.36,apple_pay
ORD-000350,CUS-00420,2023-09-29 00:00:00,processing,544.86,debit_card
ORD-000351,CUS-00014,2023-09-16 00:00:00,pending,666.13,credit_card
ORD-000352,CUS-00015,2022-07-04 00:00:00,delivered,566.62,credit_card
ORD-000353,CUS-00472,2022-12-14 00:00:00,delivered,19.79,apple_pay
ORD-000354,CUS-00074,2023-08-03 00:00:00,pending,329.62,credit_card
ORD-000355,CUS-00380,2023-10-11 00:00:00,delivered,87.03,debit_card
ORD-000356,CUS-00111,2023-01-21 00:00:00,shipped,371.11,credit_card
ORD-000357,CUS-00190,2022-11-16 00:00:00,pending,269.64,debit_card
ORD-000358,CUS-00306,2022-03-28 00:00:00,delivered,137.13,apple_pay
ORD-000359,CUS-00317,2022-02-20 00:00:00,pending,79.04,paypal
ORD-000360,CUS-00339,2023-03-11 00:00:00,shipped,491.55,paypal
ORD-000361,CUS-00140,2022-08-09 00:00:00,cancelled,417.19,credit_card
ORD-000362,CUS-00221,2022-04-24 00:00:00,delivered,547.4,debit_card
ORD-000363,CUS-00250,2023-06-24 00:00:00,pending,257.11,credit_card
ORD-000364,CUS-00203,2023-09-06 00:00:00,delivered,21.03,credit_card
ORD-000365,CUS-00485,2022-08-05 00:00:00,cancelled,122.73,credit_card
ORD-000366,CUS-00149,2022-12-02 00:00:00,delivered,21.07,bank_transfer
ORD-000367,CUS-00221,2022-06-29 00:00:00,delivered,313.46,bank_transfer
ORD-000368,CUS-00118,2023-05-28 00:00:00,processing,669.18,apple_pay
ORD-000369,CUS-00182,2022-03-15 00:00:00,shipped,691.49,credit_card
ORD-000370,CUS-00224,2022-01-20 00:00:00,shipped,738.11,apple_pay
ORD-000371,CUS-00161,2023-08-13 00:00:00,shipped,465.12,bank_transfer
ORD-000372,CUS-00328,2023-03-04 00:00:00,delivered,105.41,credit_card
ORD-000373,CUS-00495,2022-11-29 00:00:00,delivered,644.04,debit_card
ORD-000374,CUS-00236,2024-05-01 00:00:00,pending,737.02,credit_card
ORD-000375,CUS-00224,2024-05-14 00:00:00,delivered,206.0,debit_card
ORD-000376,CUS-00206,2023-06-21 00:00:00,delivered,325.68,credit_card
ORD-000377,CUS-00382,2022-12-14 00:00:00,delivered,276.46,credit_card
ORD-000378,CUS-00040,2023-06-07 00:00:00,pending,104.51,debit_card
ORD-000379,CUS-00100,2024-03-05 00:00:00,delivered,290.61,apple_pay
ORD-000380,CUS-00331,2024-04-14 00:00:00,delivered,200.47,credit_card
ORD-000381,CUS-00132,2022-07-22 00:00:00,delivered,487.88,apple_pay
ORD-000382,CUS-00389,2023-11-03 00:00:00,delivered,154.06,apple_pay
ORD-000383,CUS-00322,2023-05-21 00:00:00,shipped,607.24,apple_pay
ORD-000384,CUS-00297,2023-04-05 00:00:00,pending,740.46,debit_card
ORD-000385,CUS-00330,2023-10-13 00:00:00,processing,268.72,bank_transfer
ORD-000386,CUS-00162,2022-06-04 00:00:00,shipped,68.6,paypal
ORD-000387,CUS-00324,2022-11-07 00:00:00,cancelled,230.62,credit_card
ORD-000388,CUS-00181,2023-06-04 00:00:00,delivered,258.67,paypal
ORD-000389,CUS-00020,2022-02-28 00:00:00,delivered,667.88,credit_card
ORD-000390,CUS-00331,2024-06-03 00:00:00,cancelled,85.88,debit_card
ORD-000391,CUS-00260,2023-01-29 00:00:00,shipped,470.56,apple_pay
ORD-000392,CUS-00379,2022-02-12 00:00:00,shipped,728.6,debit_card
ORD-000393,CUS-00334,2022-07-12 00:00:00,delivered,489.93,debit_card
ORD-000394,CUS-00078,2022-03-05 00:00:00,shipped,96.25,apple_pay
ORD-000395,CUS-00176,2024-01-02 00:00:00,delivered,411.07,credit_card
ORD-000396,CUS-00021,2022-09-11 00:00:00,pending,358.64,paypal
ORD-000397,CUS-00269,2023-06-20 00:00:00,processing,139.62,credit_card
ORD-000398,CUS-00470,2022-10-17 00:00:00,shipped,335.88,credit_card
ORD-000399,CUS-00348,2023-09-05 00:00:00,delivered,634.54,bank_transfer
ORD-000400,CUS-00172,2022-03-09 00:00:00,delivered,89.19,bank_transfer
ORD-000401,CUS-00198,2022-10-18 00:00:00,delivered,583.13,bank_transfer
ORD-000402,CUS-00494,2023-09-10 00:00:00,cancelled,133.04,credit_card
ORD-000403,CUS-00299,2023-11-11 00:00:00,delivered,734.65,credit_card
ORD-000404,CUS-00496,2023-11-03 00:00:00,pending,534.78,credit_card
ORD-000405,CUS-00305,2023-12-27 00:00:00,delivered,258.02,paypal
ORD-000406,CUS-00330,2024-03-21 00:00:00,delivered,653.35,bank_transfer
ORD-000407,CUS-00360,2024-04-28 00:00:00,pending,797.77,debit_card
ORD-000408,CUS-00048,2023-10-24 00:00:00,pending,347.37,credit_card
ORD-000409,CUS-00010,2023-01-07 00:00:00,delivered,156.51,credit_card
ORD-000410,CUS-00175,2024-02-24 00:00:00,shipped,165.72,credit_card
ORD-000411,CUS-00080,2022-03-21 00:00:00,delivered,677.88,credit_card
ORD-000412,CUS-00260,2024-02-29 00:00:00,processing,670.57,debit_card
ORD-000413,CUS-00020,2023-11-09 00:00:00,delivered,702.97,debit_card
ORD-000414,CUS-00068,2023-09-04 00:00:00,shipped,136.09,credit_card
ORD-000415,CUS-00426,2023-12-11 00:00:00,cancelled,505.42,credit_card
ORD-000416,CUS-00370,2023-03-25 00:00:00,delivered,337.52,bank_transfer
ORD-000417,CUS-00369,2022-09-01 00:00:00,shipped,494.32,apple_pay
ORD-000418,CUS-00384,2024-03-13 00:00:00,shipped,198.69,credit_card
ORD-000419,CUS-00159,2024-04-08 00:00:00,cancelled,383.18,apple_pay
ORD-000420,CUS-00100,2023-01-12 00:00:00,pending,758.5,paypal
ORD-000421,CUS-00237,2024-02-27 00:00:00,delivered,625.83,debit_card
ORD-000422,CUS-00271,2023-03-05 00:00:00,delivered,656.26,apple_pay
ORD-000423,CUS-00310,2022-05-22 00:00:00,cancelled,211.25,bank_transfer
ORD-000424,CUS-00247,2024-06-14 00:00:00,delivered,450.31,credit_card
ORD-000425,CUS-00365,2024-05-16 00:00:00,processing,683.17,credit_card
ORD-000426,CUS-00043,2024-02-21 00:00:00,delivered,229.14,debit_card
ORD-000427,CUS-00076,2024-04-30 00:00:00,shipped,87.0,credit_card
ORD-000428,CUS-00419,2023-04-07 00:00:00,delivered,745.42,paypal
ORD-000429,CUS-00028,2023-02-10 00:00:00,processing,308.56,paypal
ORD-000430,CUS-00042,2023-01-19 00:00:00,delivered,37.13,credit_card
ORD-000431,CUS-00430,2024-01-02 00:00:00,pending,278.2,credit_card
ORD-000432,CUS-00071,2022-02-09 00:00:00,delivered,735.16,paypal
ORD-000433,CUS-00357,2024-05-01 00:00:00,delivered,610.69,paypal
ORD-000434,CUS-00230,2023-09-23 00:00:00,delivered,726.1,credit_card
ORD-000435,CUS-00132,2022-08-09 00:00:00,cancelled,132.37,bank_transfer
ORD-000436,CUS-00312,2023-06-25 00:00:00,shipped,102.28,credit_card
ORD-000437,CUS-00122,2022-11-05 00:00:00,delivered,52.48,paypal
ORD-000438,CUS-00328,2024-03-23 00:00:00,processing,373.83,credit_card
ORD-000439,CUS-00429,2023-05-27 00:00:00,processing,435.8,bank_transfer
ORD-000440,CUS-00264,2023-08-12 00:00:00,delivered,579.06,credit_card
ORD-000441,CUS-00220,2022-01-02 00:00:00,processing,291.96,debit_card
ORD-000442,CUS-00214,2022-07-11 00:00:00,pending,539.55,debit_card
ORD-000443,CUS-00500,2023-01-05 00:00:00,delivered,763.42,debit_card
ORD-000444,CUS-00260,2024-03-16 00:00:00,processing,450.01,paypal
ORD-000445,CUS-00448,2023-04-27 00:00:00,delivered,514.0,credit_card
ORD-000446,CUS-00130,2024-02-05 00:00:00,delivered,295.32,credit_card
ORD-000447,CUS-00177,2022-09-04 00:00:00,pending,530.83,credit_card
ORD-000448,CUS-00396,2023-08-19 00:00:00,pending,608.99,credit_card
ORD-000449,CUS-00023,2022-12-27 00:00:00,processing,280.76,bank_transfer
ORD-000450,CUS-00090,2024-04-30 00:00:00,cancelled,552.48,bank_transfer
ORD-000451,CUS-00246,2023-10-09 00:00:00,delivered,652.03,credit_card
ORD-000452,CUS-00367,2024-03-05 00:00:00,shipped,44.03,credit_card
ORD-000453,CUS-00023,2024-03-21 00:00:00,delivered,710.35,credit_card
ORD-000454,CUS-00478,2022-11-14 00:00:00,processing,327.61,apple_pay
ORD-000455,CUS-00279,2023-04-30 00:00:00,delivered,43.75,bank_transfer
ORD-000456,CUS-00098,2022-10-20 00:00:00,delivered,691.78,credit_card
ORD-000457,CUS-00444,2023-11-03 00:00:00,delivered,229.48,apple_pay
ORD-000458,CUS-00189,2023-03-24 00:00:00,shipped,598.5,paypal
ORD-000459,CUS-00174,2022-07-11 00:00:00,shipped,558.27,credit_card
ORD-000460,CUS-00474,2024-03-27 00:00:00,processing,224.38,credit_card
ORD-000461,CUS-00373,2023-03-11 00:00:00,delivered,353.03,apple_pay
ORD-000462,CUS-00093,2023-07-13 00:00:00,delivered,267.15,credit_card
ORD-000463,CUS-00168,2023-11-08 00:00:00,delivered,255.6,debit_card
ORD-000464,CUS-00368,2023-03-13 00:00:00,delivered,556.47,credit_card
ORD-000465,CUS-00229,2022-02-13 00:00:00,pending,697.98,credit_card
ORD-000466,CUS-00315,2023-03-22 00:00:00,delivered,516.98,apple_pay
ORD-000467,CUS-00486,2022-02-28 00:00:00,delivered,541.88,paypal
ORD-000468,CUS-00187,2023-06-10 00:00:00,cancelled,603.67,credit_card
ORD-000469,CUS-00488,2022-02-01 00:00:00,delivered,681.21,bank_transfer
ORD-000470,CUS-00401,2023-03-25 00:00:00,delivered,114.09,credit_card
ORD-000471,CUS-00399,2023-10-23 00:00:00,delivered,299.29,debit_card
ORD-000472,CUS-00017,2023-09-12 00:00:00,delivered,548.06,credit_card
ORD-000473,CUS-00191,2023-03-31 00:00:00,cancelled,75.36,credit_card
ORD-000474,CUS-00272,2023-01-11 00:00:00,shipped,261.79,credit_card
ORD-000475,CUS-00128,2022-04-27 00:00:00,delivered,592.5,paypal
ORD-000476,CUS-00266,2023-02-01 00:00:00,processing,107.44,apple_pay
ORD-000477,CUS-00134,2023-12-22 00:00:00,shipped,183.44,debit_card
ORD-000478,CUS-00147,2023-12-12 00:00:00,shipped,172.14,credit_card
ORD-000479,CUS-00437,2022-03-17 00:00:00,shipped,150.54,bank_transfer
ORD-000480,CUS-00228,2022-03-31 00:00:00,cancelled,550.31,apple_pay
ORD-000481,CUS-00164,2023-11-15 00:00:00,delivered,571.99,debit_card
ORD-000482,CUS-00278,2022-10-25 00:00:00,delivered,683.32,bank_transfer
ORD-000483,CUS-00364,2023-12-19 00:00:00,pending,151.66,credit_card
ORD-000484,CUS-00261,2022-08-18 00:00:00,delivered,788.33,apple_pay
ORD-000485,CUS-00072,2022-08-31 00:00:00,cancelled,402.81,credit_card
ORD-000486,CUS-00284,2023-08-10 00:00:00,delivered,381.91,debit_card
ORD-000487,CUS-00067,2023-09-19 00:00:00,delivered,66.61,paypal
ORD-000488,CUS-00368,2024-01-07 00:00:00,shipped,427.67,apple_pay
ORD-000489,CUS-00210,2024-04-23 00:00:00,processing,72.89,credit_card
ORD-000490,CUS-00329,2022-03-17 00:00:00,shipped,380.68,debit_card
ORD-000491,CUS-00177,2022-05-12 00:00:00,cancelled,627.51,bank_transfer
ORD-000492,CUS-00301,2022-07-06 00:00:00,cancelled,773.52,paypal
ORD-000493,CUS-00258,2024-06-08 00:00:00,delivered,667.64,debit_card
ORD-000494,CUS-00079,2022-11-08 00:00:00,delivered,142.14,bank_transfer
ORD-000495,CUS-00116,2022-12-21 00:00:00,processing,717.52,apple_pay
ORD-000496,CUS-00041,2022-09-14 00:00:00,delivered,513.52,debit_card
ORD-000497,CUS-00141,2022-05-09 00:00:00,pending,252.72,debit_card
ORD-000498,CUS-00048,2023-05-30 00:00:00,pending,147.38,debit_card
ORD-000499,CUS-00079,2022-06-25 00:00:00,pending,505.22,debit_card
ORD-000500,CUS-00173,2024-05-12 00:00:00,processing,47.34,apple_pay
ORD-000501,CUS-00015,2022-03-25 00:00:00,delivered,759.61,apple_pay
ORD-000502,CUS-00296,2022-09-29 00:00:00,pending,180.48,debit_card
ORD-000503,CUS-00214,2023-09-25 00:00:00,pending,38.77,bank_transfer
ORD-000504,CUS-00280,2022-10-24 00:00:00,pending,765.97,paypal
ORD-000505,CUS-00126,2024-04-04 00:00:00,cancelled,552.72,credit_card
ORD-000506,CUS-00233,2022-03-16 00:00:00,pending,62.03,paypal
ORD-000507,CUS-00213,2023-05-11 00:00:00,shipped,175.16,debit_card
ORD-000508,CUS-00074,2022-11-17 00:00:00,cancelled,578.91,bank_transfer
ORD-000509,CUS-00441,2022-12-20 00:00:00,shipped,117.65,credit_card
ORD-000510,CUS-00264,2023-07-30 00:00:00,delivered,265.51,paypal
ORD-000511,CUS-00063,2022-10-01 00:00:00,shipped,209.62,credit_card
ORD-000512,CUS-00026,2022-10-25 00:00:00,shipped,693.37,paypal
ORD-000513,CUS-00128,2024-06-05 00:00:00,delivered,653.58,debit_card
ORD-000514,CUS-00370,2022-11-17 00:00:00,delivered,614.05,paypal
ORD-000515,CUS-00264,2023-04-24 00:00:00,shipped,705.07,paypal
ORD-000516,CUS-00012,2022-04-03 00:00:00,shipped,411.77,credit_card
ORD-000517,CUS-00111,2023-08-21 00:00:00,delivered,53.2,credit_card
ORD-000518,CUS-00254,2023-09-04 00:00:00,cancelled,528.59,paypal
ORD-000519,CUS-00147,2023-07-04 00:00:00,delivered,680.03,paypal
ORD-000520,CUS-00069,2024-06-22 00:00:00,delivered,586.09,apple_pay
ORD-000521,CUS-00207,2023-01-10 00:00:00,delivered,329.46,debit_card
ORD-000522,CUS-00288,2022-07-19 00:00:00,delivered,449.28,credit_card
ORD-000523,CUS-00198,2023-06-01 00:00:00,shipped,615.06,credit_card
ORD-000524,CUS-00423,2023-10-01 00:00:00,pending,494.67,credit_card
ORD-000525,CUS-00500,2022-04-10 00:00:00,shipped,307.96,credit_card
ORD-000526,CUS-00286,2023-01-10 00:00:00,cancelled,128.25,debit_card
ORD-000527,CUS-00261,2023-02-16 00:00:00,processing,46.6,credit_card
ORD-000528,CUS-00071,2024-01-01 00:00:00,delivered,646.11,debit_card
ORD-000529,CUS-00234,2022-06-02 00:00:00,processing,716.11,credit_card
ORD-000530,CUS-00168,2023-09-20 00:00:00,delivered,142.56,debit_card
ORD-000531,CUS-00379,2024-05-12 00:00:00,delivered,481.07,debit_card
ORD-000532,CUS-00425,2023-06-06 00:00:00,processing,399.53,debit_card
ORD-000533,CUS-00154,2023-05-02 00:00:00,cancelled,28.06,credit_card
ORD-000534,CUS-00345,2022-04-23 00:00:00,shipped,473.21,apple_pay
ORD-000535,CUS-00461,2024-01-13 00:00:00,cancelled,555.11,credit_card
ORD-000536,CUS-00306,2023-05-01 00:00:00,delivered,774.15,apple_pay
ORD-000537,CUS-00498,2024-03-05 00:00:00,processing,468.44,bank_transfer
ORD-000538,CUS-00027,2023-08-21 00:00:00,shipped,148.85,bank_transfer
ORD-000539,CUS-00370,2023-09-27 00:00:00,cancelled,675.32,credit_card
ORD-000540,CUS-00421,2023-11-29 00:00:00,delivered,39.78,bank_transfer
ORD-000541,CUS-00057,2022-07-15 00:00:00,delivered,361.22,paypal
ORD-000542,CUS-00078,2023-02-27 00:00:00,pending,175.05,debit_card
ORD-000543,CUS-00397,2023-09-19 00:00:00,shipped,700.16,bank_transfer
ORD-000544,CUS-00373,2022-03-05 00:00:00,pending,123.39,credit_card
ORD-000545,CUS-00288,2022-11-29 00:00:00,pending,390.52,paypal
ORD-000546,CUS-00161,2022-06-27 00:00:00,shipped,731.02,credit_card
ORD-000547,CUS-00280,2022-12-29 00:00:00,pending,621.01,bank_transfer
ORD-000548,CUS-00349,2023-10-21 00:00:00,cancelled,559.25,debit_card
ORD-000549,CUS-00248,2022-07-16 00:00:00,delivered,234.02,credit_card
ORD-000550,CUS-00116,2022-11-01 00:00:00,cancelled,241.87,credit_card
ORD-000551,CUS-00354,2023-12-23 00:00:00,shipped,263.88,credit_card
ORD-000552,CUS-00287,2024-03-25 00:00:00,pending,229.66,credit_card
ORD-000553,CUS-00294,2023-11-24 00:00:00,processing,313.06,paypal
ORD-000554,CUS-00420,2022-12-20 00:00:00,cancelled,646.62,credit_card
ORD-000555,CUS-00022,2022-10-22 00:00:00,pending,77.04,paypal
ORD-000556,CUS-00336,2022-09-20 00:00:00,pending,391.08,credit_card
ORD-000557,CUS-00424,2023-07-06 00:00:00,delivered,747.42,bank_transfer
ORD-000558,CUS-00140,2022-05-21 00:00:00,delivered,498.31,debit_card
ORD-000559,CUS-00123,2022-09-06 00:00:00,delivered,540.82,debit_card
ORD-000560,CUS-00116,2023-10-16 00:00:00,delivered,56.21,paypal
ORD-000561,CUS-00170,2024-01-05 00:00:00,shipped,93.93,apple_pay
ORD-000562,CUS-00071,2022-01-06 00:00:00,processing,782.66,credit_card
ORD-000563,CUS-00209,2023-10-31 00:00:00,shipped,389.8,credit_card
ORD-000564,CUS-00388,2022-10-22 00:00:00,delivered,239.05,credit_card
ORD-000565,CUS-00465,2024-02-27 00:00:00,delivered,527.05,credit_card
ORD-000566,CUS-00274,2024-01-27 00:00:00,pending,682.51,credit_card
ORD-000567,CUS-00468,2022-06-29 00:00:00,shipped,707.56,credit_card
ORD-000568,CUS-00479,2022-02-07 00:00:00,cancelled,326.64,paypal
ORD-000569,CUS-00096,2024-02-06 00:00:00,cancelled,741.94,credit_card
ORD-000570,CUS-00005,2022-11-02 00:00:00,processing,488.18,credit_card
ORD-000571,CUS-00146,2023-04-11 00:00:00,pending,441.49,paypal
ORD-000572,CUS-00456,2022-05-18 00:00:00,cancelled,410.81,credit_card
ORD-000573,CUS-00099,2024-04-08 00:00:00,delivered,274.59,bank_transfer
ORD-000574,CUS-00235,2023-10-26 00:00:00,delivered,579.1,credit_card
ORD-000575,CUS-00378,2022-12-12 00:00:00,cancelled,246.59,bank_transfer
ORD-000576,CUS-00388,2022-07-17 00:00:00,delivered,494.6,bank_transfer
ORD-000577,CUS-00460,2023-02-20 00:00:00,cancelled,350.75,credit_card
ORD-000578,CUS-00045,2023-02-15 00:00:00,pending,89.88,credit_card
ORD-000579,CUS-00245,2022-11-28 00:00:00,delivered,20.36,paypal
ORD-000580,CUS-00121,2023-04-03 00:00:00,cancelled,224.59,credit_card
ORD-000581,CUS-00155,2023-08-20 00:00:00,pending,464.71,credit_card
ORD-000582,CUS-00335,2023-01-04 00:00:00,pending,200.5,bank_transfer
ORD-000583,CUS-00061,2023-04-22 00:00:00,delivered,140.38,bank_transfer
ORD-000584,CUS-00258,2024-06-28 00:00:00,pending,619.33,bank_transfer
ORD-000585,CUS-00061,2023-10-17 00:00:00,delivered,303.52,credit_card
ORD-000586,CUS-00113,2022-05-17 00:00:00,shipped,135.25,bank_transfer
ORD-000587,CUS-00311,2023-01-18 00:00:00,shipped,566.02,paypal
ORD-000588,CUS-00388,2023-07-05 00:00:00,cancelled,536.31,credit_card
ORD-000589,CUS-00391,2022-09-11 00:00:00,pending,607.47,apple_pay
ORD-000590,CUS-00404,2022-03-25 00:00:00,processing,365.7,bank_transfer
ORD-000591,CUS-00186,2022-03-21 00:00:00,processing,103.08,apple_pay
ORD-000592,CUS-00281,2023-06-02 00:00:00,delivered,464.57,credit_card
ORD-000593,CUS-00085,2022-12-02 00:00:00,cancelled,423.47,credit_card
ORD-000594,CUS-00349,2022-07-30 00:00:00,pending,472.77,credit_card
ORD-000595,CUS-00461,2023-06-07 00:00:00,shipped,649.82,paypal
ORD-000596,CUS-00068,2023-06-10 00:00:00,shipped,373.59,credit_card
ORD-000597,CUS-00287,2023-04-19 00:00:00,pending,648.43,bank_transfer
ORD-000598,CUS-00012,2023-02-10 00:00:00,delivered,655.92,bank_transfer
ORD-000599,CUS-00112,2023-08-16 00:00:00,delivered,50.55,credit_card
ORD-000600,CUS-00359,2022-03-07 00:00:00,processing,795.39,credit_card
ORD-000601,CUS-00479,2023-04-29 00:00:00,delivered,240.37,credit_card
ORD-000602,CUS-00394,2022-05-19 00:00:00,cancelled,518.6,bank_transfer
ORD-000603,CUS-00331,2023-03-07 00:00:00,delivered,794.39,paypal
ORD-000604,CUS-00230,2024-06-09 00:00:00,shipped,309.88,bank_transfer
ORD-000605,CUS-00494,2023-11-09 00:00:00,cancelled,438.35,bank_transfer
ORD-000606,CUS-00441,2022-12-23 00:00:00,delivered,155.1,debit_card
ORD-000607,CUS-00202,2023-06-26 00:00:00,delivered,586.37,credit_card
ORD-000608,CUS-00428,2022-01-04 00:00:00,cancelled,32.85,credit_card
ORD-000609,CUS-00238,2023-11-21 00:00:00,pending,442.39,debit_card
ORD-000610,CUS-00195,2024-04-23 00:00:00,delivered,209.3,credit_card
ORD-000611,CUS-00080,2022-10-10 00:00:00,delivered,750.87,bank_transfer
ORD-000612,CUS-00392,2022-04-26 00:00:00,delivered,650.44,paypal
ORD-000613,CUS-00315,2024-02-24 00:00:00,delivered,203.92,credit_card
ORD-000614,CUS-00052,2023-09-01 00:00:00,delivered,365.46,bank_transfer
ORD-000615,CUS-00361,2024-06-12 00:00:00,delivered,207.12,credit_card
ORD-000616,CUS-00206,2023-03-26 00:00:00,delivered,438.71,apple_pay
ORD-000617,CUS-00443,2024-03-05 00:00:00,delivered,125.01,credit_card
ORD-000618,CUS-00120,2024-04-15 00:00:00,pending,467.25,debit_card
ORD-000619,CUS-00307,2024-03-02 00:00:00,pending,657.43,credit_card
ORD-000620,CUS-00155,2024-06-16 00:00:00,delivered,788.77,debit_card
ORD-000621,CUS-00114,2023-02-28 00:00:00,delivered,231.0,debit_card
ORD-000622,CUS-00486,2023-08-29 00:00:00,pending,730.59,bank_transfer
ORD-000623,CUS-00348,2023-03-14 00:00:00,processing,404.06,credit_card
ORD-000624,CUS-00483,2023-10-21 00:00:00,pending,314.21,debit_card
ORD-000625,CUS-00164,2023-12-15 00:00:00,shipped,335.48,credit_card
ORD-000626,CUS-00193,2022-07-08 00:00:00,cancelled,437.27,credit_card
ORD-000627,CUS-00435,2022-08-19 00:00:00,delivered,688.17,credit_card
ORD-000628,CUS-00413,2023-04-20 00:00:00,delivered,456.47,paypal
ORD-000629,CUS-00286,2023-06-27 00:00:00,delivered,319.91,credit_card
ORD-000630,CUS-00105,2022-12-05 00:00:00,pending,77.07,paypal
ORD-000631,CUS-00434,2023-01-15 00:00:00,delivered,435.47,apple_pay
ORD-000632,CUS-00098,2022-02-22 00:00:00,delivered,311.08,debit_card
ORD-000633,CUS-00309,2022-02-10 00:00:00,cancelled,72.14,apple_pay
ORD-000634,CUS-00390,2023-08-25 00:00:00,pending,542.09,credit_card
ORD-000635,CUS-00246,2022-08-02 00:00:00,cancelled,727.02,credit_card
ORD-000636,CUS-00490,2022-01-16 00:00:00,delivered,750.67,bank_transfer
ORD-000637,CUS-00061,2024-02-04 00:00:00,cancelled,390.95,credit_card
ORD-000638,CUS-00357,2023-09-11 00:00:00,pending,175.54,credit_card
ORD-000639,CUS-00283,2022-11-26 00:00:00,cancelled,237.2,paypal
ORD-000640,CUS-00274,2023-10-27 00:00:00,delivered,257.11,credit_card
ORD-000641,CUS-00263,2024-06-22 00:00:00,shipped,380.81,apple_pay
ORD-000642,CUS-00370,2023-04-26 00:00:00,cancelled,674.19,credit_card
ORD-000643,CUS-00190,2022-11-17 00:00:00,shipped,50.89,apple_pay
ORD-000644,CUS-00114,2024-01-30 00:00:00,delivered,27.73,debit_card
ORD-000645,CUS-00479,2023-08-22 00:00:00,processing,580.21,credit_card
ORD-000646,CUS-00079,2022-07-20 00:00:00,delivered,195.56,debit_card
ORD-000647,CUS-00427,2022-09-09 00:00:00,shipped,447.25,bank_transfer
ORD-000648,CUS-00173,2022-09-21 00:00:00,cancelled,659.95,bank_transfer
ORD-000649,CUS-00329,2024-01-28 00:00:00,shipped,376.75,bank_transfer
ORD-000650,CUS-00408,2022-12-27 00:00:00,delivered,124.87,debit_card
ORD-000651,CUS-00251,2022-07-08 00:00:00,processing,792.4,credit_card
ORD-000652,CUS-00269,2022-02-04 00:00:00,cancelled,679.66,apple_pay
ORD-000653,CUS-00343,2022-02-19 00:00:00,cancelled,20.01,credit_card
ORD-000654,CUS-00432,2023-10-08 00:00:00,delivered,68.35,credit_card
ORD-000655,CUS-00005,2022-08-12 00:00:00,processing,372.97,credit_card
ORD-000656,CUS-00317,2023-10-16 00:00:00,pending,748.11,paypal
ORD-000657,CUS-00338,2023-05-15 00:00:00,delivered,20.19,debit_card
ORD-000658,CUS-00211,2022-01-13 00:00:00,delivered,430.59,credit_card
ORD-000659,CUS-00275,2022-10-21 00:00:00,delivered,409.24,bank_transfer
ORD-000660,CUS-00346,2023-03-17 00:00:00,cancelled,752.67,credit_card
ORD-000661,CUS-00055,2022-04-09 00:00:00,processing,131.88,credit_card
ORD-000662,CUS-00318,2023-06-24 00:00:00,delivered,654.94,credit_card
ORD-000663,CUS-00408,2023-02-11 00:00:00,delivered,307.85,paypal
ORD-000664,CUS-00236,2023-08-02 00:00:00,delivered,792.33,credit_card
ORD-000665,CUS-00154,2023-12-02 00:00:00,cancelled,680.58,bank_transfer
ORD-000666,CUS-00440,2023-10-28 00:00:00,cancelled,39.87,paypal
ORD-000667,CUS-00195,2023-01-22 00:00:00,processing,388.66,bank_transfer
ORD-000668,CUS-00005,2023-12-21 00:00:00,delivered,79.91,apple_pay
ORD-000669,CUS-00223,2023-10-23 00:00:00,cancelled,275.05,apple_pay
ORD-000670,CUS-00499,2022-04-08 00:00:00,processing,736.53,credit_card
ORD-000671,CUS-00109,2024-06-07 00:00:00,pending,711.73,paypal
ORD-000672,CUS-00139,2022-02-17 00:00:00,delivered,552.28,credit_card
ORD-000673,CUS-00461,2023-07-11 00:00:00,processing,531.62,credit_card
ORD-000674,CUS-00476,2024-05-20 00:00:00,delivered,27.29,credit_card
ORD-000675,CUS-00301,2022-05-28 00:00:00,cancelled,659.24,apple_pay
ORD-000676,CUS-00204,2022-03-20 00:00:00,delivered,142.52,credit_card
ORD-000677,CUS-00291,2024-05-04 00:00:00,cancelled,320.49,debit_card
ORD-000678,CUS-00170,2023-01-29 00:00:00,cancelled,595.7,apple_pay
ORD-000679,CUS-00353,2024-01-12 00:00:00,delivered,408.12,credit_card
ORD-000680,CUS-00028,2022-04-11 00:00:00,shipped,197.23,credit_card
ORD-000681,CUS-00175,2023-09-12 00:00:00,cancelled,496.88,debit_card
ORD-000682,CUS-00204,2024-03-03 00:00:00,delivered,38.26,credit_card
ORD-000683,CUS-00402,2023-04-07 00:00:00,shipped,194.09,debit_card
ORD-000684,CUS-00482,2023-01-20 00:00:00,shipped,160.8,debit_card
ORD-000685,CUS-00339,2023-01-25 00:00:00,delivered,621.15,credit_card
ORD-000686,CUS-00409,2022-09-10 00:00:00,pending,72.7,credit_card
ORD-000687,CUS-00079,2023-01-25 00:00:00,pending,630.35,credit_card
ORD-000688,CUS-00379,2023-02-03 00:00:00,delivered,298.15,credit_card
ORD-000689,CUS-00003,2022-11-12 00:00:00,shipped,297.54,credit_card
ORD-000690,CUS-00053,2022-05-16 00:00:00,delivered,162.1,paypal
ORD-000691,CUS-00286,2023-07-23 00:00:00,processing,335.31,credit_card
ORD-000692,CUS-00046,2022-12-29 00:00:00,processing,88.06,debit_card
ORD-000693,CUS-00402,2022-11-29 00:00:00,cancelled,317.41,credit_card
