order_item_id,order_id,product_id,quantity,unit_price
ITEM-001139,ORD-000432,PRD-0003,2,328.78
ITEM-001140,ORD-000433,PRD-0040,2,338.71
ITEM-001141,ORD-000433,PRD-0088,1,389.27
ITEM-001142,ORD-000433,PRD-0030,1,127.19
ITEM-001143,ORD-000434,PRD-0042,2,294.23
ITEM-001144,ORD-000434,PRD-0078,3,44.82
ITEM-001145,ORD-000434,PRD-0057,1,366.24
ITEM-001146,ORD-000434,PRD-0053,3,198.94
ITEM-001147,ORD-000435,PRD-0008,3,318.68
ITEM-001148,ORD-000435,PRD-0009,2,286.73
ITEM-001149,ORD-000435,PRD-0052,1,314.4
ITEM-001150,ORD-000436,PRD-0023,1,351.32
ITEM-001151,ORD-000437,PRD-0008,1,22.9
ITEM-001152,ORD-000437,PRD-0007,2,284.81
ITEM-001153,ORD-000438,PRD-0048,2,207.0
ITEM-001154,ORD-000438,PRD-0082,1,275.66
ITEM-001155,ORD-000438,PRD-0031,2,200.63
ITEM-001156,ORD-000439,PRD-0023,2,238.88
ITEM-001157,ORD-000439,PRD-0045,2,73.77
ITEM-001158,ORD-000439,PRD-0034,3,334.04
ITEM-001159,ORD-000439,PRD-0012,2,20.71
ITEM-001160,ORD-000440,PRD-0021,3,314.13
ITEM-001161,ORD-000441,PRD-0029,3,97.79
ITEM-001162,ORD-000441,PRD-0027,2,264.12
ITEM-001163,ORD-000442,PRD-0088,1,194.9
ITEM-001164,ORD-000443,PRD-0083,1,244.45
ITEM-001165,ORD-000443,PRD-0002,1,108.43
ITEM-001166,ORD-000444,PRD-0083,2,175.28
ITEM-001167,ORD-000444,PRD-0049,2,189.01
ITEM-001168,ORD-000444,PRD-0028,2,127.84
ITEM-001169,ORD-000445,PRD-0075,1,12.87
ITEM-001170,ORD-000445,PRD-0085,2,228.97
ITEM-001171,ORD-000445,PRD-0077,3,120.24
ITEM-001172,ORD-000445,PRD-0088,1,197.88
ITEM-001173,ORD-000446,PRD-0036,3,136.8
ITEM-001174,ORD-000446,PRD-0036,2,265.89
ITEM-001175,ORD-000446,PRD-0084,2,83.46
ITEM-001176,ORD-000447,PRD-0008,3,167.6
ITEM-001177,ORD-000447,PRD-0041,3,64.57
ITEM-001178,ORD-000448,PRD-0084,2,399.01
ITEM-001179,ORD-000449,PRD-0054,2,161.43
ITEM-001180,ORD-000449,PRD-0005,3,286.15
ITEM-001181,ORD-000449,PRD-0074,1,143.84
ITEM-001182,ORD-000450,PRD-0088,3,258.94
ITEM-001183,ORD-000450,PRD-0061,3,149.81
ITEM-001184,ORD-000451,PRD-0022,3,351.83
ITEM-001185,ORD-000451,PRD-0024,2,48.07
ITEM-001186,ORD-000451,PRD-0017,3,110.87
ITEM-001187,ORD-000452,PRD-0088,2,265.23
ITEM-001188,ORD-000452,PRD-0029,2,97.1
ITEM-001189,ORD-000453,PRD-0054,2,154.96
ITEM-001190,ORD-000453,PRD-0075,2,190.87
ITEM-001191,ORD-000453,PRD-0016,2,30.93
ITEM-001192,ORD-000454,PRD-0061,1,205.19
ITEM-001193,ORD-000455,PRD-0068,2,171.11
ITEM-001194,ORD-000455,PRD-0020,1,397.02
ITEM-001195,ORD-000455,PRD-0044,2,395.0
ITEM-001196,ORD-000455,PRD-0059,1,133.39
ITEM-001197,ORD-000456,PRD-0011,2,139.73
ITEM-001198,ORD-000456,PRD-0023,2,257.45
ITEM-001199,ORD-000457,PRD-0058,2,91.66
ITEM-001200,ORD-000458,PRD-0074,1,200.94
ITEM-001201,ORD-000458,PRD-0012,1,249.65
ITEM-001202,ORD-000459,PRD-0052,2,386.48
ITEM-001203,ORD-000459,PRD-0050,1,24.71
ITEM-001204,ORD-000459,PRD-0026,3,155.51
ITEM-001205,ORD-000459,PRD-0002,2,305.17
ITEM-001206,ORD-000460,PRD-0003,3,11.61
ITEM-001207,ORD-000460,PRD-0032,1,280.47
ITEM-001208,ORD-000461,PRD-0040,1,50.06
ITEM-001209,ORD-000461,PRD-0065,3,129.38
ITEM-001210,ORD-000461,PRD-0009,1,126.3
ITEM-001211,ORD-000462,PRD-0059,3,212.91
ITEM-001212,ORD-000462,PRD-0068,2,179.13
ITEM-001213,ORD-000462,PRD-0088,1,143.67
ITEM-001214,ORD-000463,PRD-0046,1,74.3
ITEM-001215,ORD-000463,PRD-0052,1,99.08
ITEM-001216,ORD-000463,PRD-0017,1,296.29
ITEM-001217,ORD-000463,PRD-0076,3,75.9
ITEM-001218,ORD-000464,PRD-0084,1,156.33
ITEM-001219,ORD-000464,PRD-0082,2,310.79
ITEM-001220,ORD-000464,PRD-0080,1,241.63
ITEM-001221,ORD-000465,PRD-0085,1,264.89
ITEM-001222,ORD-000466,PRD-0007,3,55.16
ITEM-001223,ORD-000467,PRD-0049,1,223.44
ITEM-001224,ORD-000467,PRD-0061,3,69.72
ITEM-001225,ORD-000467,PRD-0088,3,13.63
ITEM-001226,ORD-000467,PRD-0054,3,49.38
ITEM-001227,ORD-000468,PRD-0080,3,283.28
ITEM-001228,ORD-000468,PRD-0054,1,209.52
ITEM-001229,ORD-000468,PRD-0080,1,120.26
ITEM-001230,ORD-000469,PRD-0064,1,247.51
ITEM-001231,ORD-000470,PRD-0067,1,149.59
ITEM-001232,ORD-000470,PRD-0053,2,72.55
ITEM-001233,ORD-000470,PRD-0071,2,365.04
ITEM-001234,ORD-000471,PRD-0043,1,11.07
ITEM-001235,ORD-000471,PRD-0086,1,363.68
ITEM-001236,ORD-000471,PRD-0074,3,202.7
ITEM-001237,ORD-000471,PRD-0012,3,39.27
ITEM-001238,ORD-000472,PRD-0033,3,100.15
ITEM-001239,ORD-000473,PRD-0034,2,29.53
ITEM-001240,ORD-000473,PRD-0023,1,342.38
ITEM-001241,ORD-000473,PRD-0047,3,131.96
ITEM-001242,ORD-000474,PRD-0013,1,13.77
ITEM-001243,ORD-000475,PRD-0085,3,76.5
ITEM-001244,ORD-000475,PRD-0046,2,382.48
ITEM-001245,ORD-000476,PRD-0012,2,327.84
ITEM-001246,ORD-000476,PRD-0024,1,166.3
ITEM-001247,ORD-000476,PRD-0059,2,335.93
ITEM-001248,ORD-000477,PRD-0054,3,355.59
ITEM-001249,ORD-000477,PRD-0022,1,61.68
ITEM-001250,ORD-000477,PRD-0008,1,50.45
ITEM-001251,ORD-000477,PRD-0076,2,322.88
ITEM-001252,ORD-000478,PRD-0024,3,158.1
ITEM-001253,ORD-000478,PRD-0046,3,21.24
ITEM-001254,ORD-000478,PRD-0088,3,389.64
ITEM-001255,ORD-000478,PRD-0017,2,368.96
ITEM-001256,ORD-000479,PRD-0053,2,27.93
ITEM-001257,ORD-000480,PRD-0084,2,14.82
ITEM-001258,ORD-000480,PRD-0087,3,309.34
ITEM-001259,ORD-000480,PRD-0074,3,230.35
ITEM-001260,ORD-000481,PRD-0067,3,278.41
ITEM-001261,ORD-000481,PRD-0080,1,178.81
ITEM-001262,ORD-000481,PRD-0032,2,144.84
ITEM-001263,ORD-000482,PRD-0020,3,357.9
ITEM-001264,ORD-000482,PRD-0079,1,14.54
ITEM-001265,ORD-000482,PRD-0021,3,341.05
ITEM-001266,ORD-000482,PRD-0064,1,39.2
ITEM-001267,ORD-000483,PRD-0042,1,139.05
ITEM-001268,ORD-000483,PRD-0036,1,207.7
ITEM-001269,ORD-000483,PRD-0071,3,157.67
ITEM-001270,ORD-000483,PRD-0031,1,189.05
ITEM-001271,ORD-000484,PRD-0012,2,184.36
ITEM-001272,ORD-000484,PRD-0016,2,300.64
ITEM-001273,ORD-000484,PRD-0003,1,167.34
ITEM-001274,ORD-000484,PRD-0005,3,224.15
ITEM-001275,ORD-000485,PRD-0078,3,258.64
ITEM-001276,ORD-000486,PRD-0084,3,187.92
ITEM-001277,ORD-000486,PRD-0044,2,331.87
ITEM-001278,ORD-000487,PRD-0059,2,228.46
ITEM-001279,ORD-000487,PRD-0080,3,194.52
ITEM-001280,ORD-000488,PRD-0058,1,48.0
ITEM-001281,ORD-000488,PRD-0085,1,10.86
ITEM-001282,ORD-000488,PRD-0046,3,386.13
ITEM-001283,ORD-000489,PRD-0071,3,155.82
ITEM-001284,ORD-000489,PRD-0014,1,359.78
ITEM-001285,ORD-000489,PRD-0064,1,330.52
ITEM-001286,ORD-000490,PRD-0014,2,248.23
ITEM-001287,ORD-000490,PRD-0025,1,372.78
ITEM-001288,ORD-000490,PRD-0051,1,188.25
ITEM-001289,ORD-000490,PRD-0025,3,141.79
ITEM-001290,ORD-000491,PRD-0006,3,336.61
ITEM-001291,ORD-000491,PRD-0076,1,311.14
ITEM-001292,ORD-000491,PRD-0058,2,266.8
ITEM-001293,ORD-000491,PRD-0065,1,385.9
ITEM-001294,ORD-000492,PRD-0068,3,28.94
ITEM-001295,ORD-000493,PRD-0075,2,370.5
ITEM-001296,ORD-000493,PRD-0023,3,235.64
ITEM-001297,ORD-000493,PRD-0017,1,161.09
ITEM-001298,ORD-000493,PRD-0077,3,354.25
ITEM-001299,ORD-000494,PRD-0054,3,367.2
ITEM-001300,ORD-000494,PRD-0032,2,165.17
ITEM-001301,ORD-000494,PRD-0044,2,186.61
ITEM-001302,ORD-000494,PRD-0018,1,170.97
ITEM-001303,ORD-000495,PRD-0071,2,287.63
ITEM-001304,ORD-000495,PRD-0071,3,94.76
ITEM-001305,ORD-000495,PRD-0027,3,288.61
ITEM-001306,ORD-000496,PRD-0087,1,392.72
ITEM-001307,ORD-000496,PRD-0084,1,206.52
ITEM-001308,ORD-000496,PRD-0082,2,287.04
ITEM-001309,ORD-000497,PRD-0072,2,237.29
ITEM-001310,ORD-000497,PRD-0086,3,172.82
ITEM-001311,ORD-000497,PRD-0069,2,352.22
ITEM-001312,ORD-000498,PRD-0002,3,51.52
ITEM-001313,ORD-000498,PRD-0049,1,30.7
ITEM-001314,ORD-000498,PRD-0008,1,114.12
ITEM-001315,ORD-000498,PRD-0021,2,276.52
ITEM-001316,ORD-000499,PRD-0008,3,315.9
ITEM-001317,ORD-000499,PRD-0027,3,22.6
ITEM-001318,ORD-000500,PRD-0014,3,348.53
ITEM-001319,ORD-000500,PRD-0072,1,299.54
ITEM-001320,ORD-000500,PRD-0072,2,102.66
ITEM-001321,ORD-000500,PRD-0037,3,269.15
ITEM-001322,ORD-000501,PRD-0050,2,383.11
ITEM-001323,ORD-000501,PRD-0088,2,386.67
ITEM-001324,ORD-000501,PRD-0007,1,300.03
ITEM-001325,ORD-000501,PRD-0026,3,348.85
ITEM-001326,ORD-000502,PRD-0029,3,284.81
ITEM-001327,ORD-000502,PRD-0083,2,304.49
ITEM-001328,ORD-000502,PRD-0070,3,245.32
ITEM-001329,ORD-000502,PRD-0025,2,185.04
ITEM-001330,ORD-000503,PRD-0024,1,296.68
ITEM-001331,ORD-000504,PRD-0049,1,177.12
ITEM-001332,ORD-000505,PRD-0017,1,237.75
ITEM-001333,ORD-000505,PRD-0033,1,138.92
ITEM-001334,ORD-000505,PRD-0020,1,69.94
ITEM-001335,ORD-000506,PRD-0077,1,311.73
ITEM-001336,ORD-000506,PRD-0081,3,338.82
ITEM-001337,ORD-000506,PRD-0039,2,318.06
ITEM-001338,ORD-000507,PRD-0010,3,133.97
ITEM-001339,ORD-000507,PRD-0029,1,213.04
ITEM-001340,ORD-000507,PRD-0065,1,172.21
ITEM-001341,ORD-000508,PRD-0012,2,96.27
ITEM-001342,ORD-000508,PRD-0028,3,139.43
ITEM-001343,ORD-000508,PRD-0047,2,95.19
ITEM-001344,ORD-000508,PRD-0080,3,195.19
ITEM-001345,ORD-000509,PRD-0015,3,144.94
ITEM-001346,ORD-000510,PRD-0083,3,368.26
ITEM-001347,ORD-000510,PRD-0032,1,276.2
ITEM-001348,ORD-000511,PRD-0049,1,160.49
ITEM-001349,ORD-000511,PRD-0070,3,120.3
ITEM-001350,ORD-000511,PRD-0067,2,210.58
ITEM-001351,ORD-000512,PRD-0063,1,125.61
ITEM-001352,ORD-000512,PRD-0084,1,134.92
ITEM-001353,ORD-000512,PRD-0011,1,75.28
ITEM-001354,ORD-000512,PRD-0069,3,12.86
ITEM-001355,ORD-000513,PRD-0027,3,255.51
ITEM-001356,ORD-000514,PRD-0088,2,335.91
ITEM-001357,ORD-000514,PRD-0027,3,333.21
ITEM-001358,ORD-000515,PRD-0083,1,301.29
ITEM-001359,ORD-000515,PRD-0020,1,189.1
ITEM-001360,ORD-000515,PRD-0043,1,44.13
ITEM-001361,ORD-000515,PRD-0007,1,319.74
ITEM-001362,ORD-000516,PRD-0074,1,365.28
ITEM-001363,ORD-000517,PRD-0050,2,255.78
ITEM-001364,ORD-000517,PRD-0056,2,16.59
ITEM-001365,ORD-000517,PRD-0087,1,218.59
ITEM-001366,ORD-000517,PRD-0083,3,251.16
ITEM-001367,ORD-000518,PRD-0010,2,371.94
ITEM-001368,ORD-000519,PRD-0038,3,127.53
ITEM-001369,ORD-000520,PRD-0037,2,158.75
ITEM-001370,ORD-000521,PRD-0061,1,218.05
ITEM-001371,ORD-000522,PRD-0051,3,125.04
ITEM-001372,ORD-000522,PRD-0082,1,126.24
ITEM-001373,ORD-000523,PRD-0002,3,351.16
ITEM-001374,ORD-000523,PRD-0019,1,26.29
ITEM-001375,ORD-000523,PRD-0074,3,163.69
ITEM-001376,ORD-000524,PRD-0040,1,301.84
ITEM-001377,ORD-000525,PRD-0028,2,363.19
ITEM-001378,ORD-000525,PRD-0066,1,72.77
ITEM-001379,ORD-000525,PRD-0029,3,335.55
ITEM-001380,ORD-000526,PRD-0015,1,271.68
ITEM-001381,ORD-000526,PRD-0073,1,342.04
ITEM-001382,ORD-000527,PRD-0083,3,38.53
ITEM-001383,ORD-000527,PRD-0086,1,107.77
ITEM-001384,ORD-000527,PRD-0026,3,236.43
ITEM-001385,ORD-000527,PRD-0043,2,60.0
ITEM-001386,ORD-000528,PRD-0013,2,251.61
ITEM-001387,ORD-000528,PRD-0025,2,199.49
ITEM-001388,ORD-000529,PRD-0079,3,129.21
ITEM-001389,ORD-000529,PRD-0075,1,230.57
ITEM-001390,ORD-000529,PRD-0047,2,383.88
ITEM-001391,ORD-000530,PRD-0001,2,106.01
ITEM-001392,ORD-000530,PRD-0029,3,298.53
ITEM-001393,ORD-000531,PRD-0036,2,62.38
ITEM-001394,ORD-000531,PRD-0043,2,190.51
ITEM-001395,ORD-000531,PRD-0046,2,199.92
ITEM-001396,ORD-000531,PRD-0014,1,261.77
ITEM-001397,ORD-000532,PRD-0036,1,357.61
ITEM-001398,ORD-000533,PRD-0034,3,355.67
ITEM-001399,ORD-000533,PRD-0010,3,39.41
ITEM-001400,ORD-000534,PRD-0065,3,22.17
ITEM-001401,ORD-000535,PRD-0076,1,363.46
ITEM-001402,ORD-000535,PRD-0071,2,221.95
ITEM-001403,ORD-000535,PRD-0070,2,265.02
ITEM-001404,ORD-000535,PRD-0020,2,163.07
ITEM-001405,ORD-000536,PRD-0018,2,205.44
ITEM-001406,ORD-000536,PRD-0012,2,151.91
ITEM-001407,ORD-000536,PRD-0002,3,103.16
ITEM-001408,ORD-000537,PRD-0066,1,184.03
ITEM-001409,ORD-000537,PRD-0023,3,380.0
ITEM-001410,ORD-000538,PRD-0062,2,25.76
ITEM-001411,ORD-000538,PRD-0063,1,34.52
ITEM-001412,ORD-000539,PRD-0030,1,270.75
ITEM-001413,ORD-000539,PRD-0067,2,161.36
ITEM-001414,ORD-000539,PRD-0059,1,25.56
ITEM-001415,ORD-000540,PRD-0014,3,387.69
ITEM-001416,ORD-000540,PRD-0082,2,335.6
ITEM-001417,ORD-000540,PRD-0034,3,222.3
ITEM-001418,ORD-000541,PRD-0049,3,157.62
ITEM-001419,ORD-000541,PRD-0076,3,360.31
ITEM-001420,ORD-000542,PRD-0067,2,156.77
ITEM-001421,ORD-000543,PRD-0067,2,147.63
ITEM-001422,ORD-000543,PRD-0045,2,319.14
ITEM-001423,ORD-000544,PRD-0065,1,181.56
ITEM-001424,ORD-000545,PRD-0010,3,260.96
ITEM-001425,ORD-000545,PRD-0028,1,82.89
ITEM-001426,ORD-000546,PRD-0078,3,328.61
ITEM-001427,ORD-000546,PRD-0085,1,171.7
ITEM-001428,ORD-000546,PRD-0043,3,54.2
ITEM-001429,ORD-000547,PRD-0062,1,240.41
ITEM-001430,ORD-000547,PRD-0083,2,18.75
ITEM-001431,ORD-000547,PRD-0006,1,233.66
ITEM-001432,ORD-000547,PRD-0021,1,255.52
ITEM-001433,ORD-000548,PRD-0074,1,31.81
ITEM-001434,ORD-000549,PRD-0024,3,383.71
ITEM-001435,ORD-000549,PRD-0077,3,258.67
ITEM-001436,ORD-000549,PRD-0085,2,379.43
ITEM-001437,ORD-000550,PRD-0058,3,397.18
ITEM-001438,ORD-000550,PRD-0062,1,95.55
ITEM-001439,ORD-000551,PRD-0077,1,319.9
ITEM-001440,ORD-000551,PRD-0024,3,267.26
ITEM-001441,ORD-000551,PRD-0034,1,292.43
ITEM-001442,ORD-000551,PRD-0044,2,242.65
ITEM-001443,ORD-000552,PRD-0030,2,160.33
ITEM-001444,ORD-000553,PRD-0003,1,213.86
ITEM-001445,ORD-000554,PRD-0020,3,47.56
ITEM-001446,ORD-000554,PRD-0061,3,243.93
ITEM-001447,ORD-000554,PRD-0069,3,303.43
ITEM-001448,ORD-000554,PRD-0012,2,267.16
ITEM-001449,ORD-000555,PRD-0087,3,178.28
ITEM-001450,ORD-000556,PRD-0048,1,282.08
ITEM-001451,ORD-000556,PRD-0055,1,375.98
ITEM-001452,ORD-000556,PRD-0062,2,146.7
ITEM-001453,ORD-000556,PRD-0074,1,175.94
ITEM-001454,ORD-000557,PRD-0062,1,364.93
ITEM-001455,ORD-000557,PRD-0011,2,243.33
ITEM-001456,ORD-000557,PRD-0070,2,110.54
ITEM-001457,ORD-000558,PRD-0001,3,213.79
ITEM-001458,ORD-000559,PRD-0049,3,90.11
ITEM-001459,ORD-000560,PRD-0053,2,51.57
ITEM-001460,ORD-000560,PRD-0055,3,238.29
ITEM-001461,ORD-000560,PRD-0034,3,175.19
ITEM-001462,ORD-000561,PRD-0079,2,396.8
ITEM-001463,ORD-000561,PRD-0051,1,171.16
ITEM-001464,ORD-000561,PRD-0072,2,79.7
ITEM-001465,ORD-000562,PRD-0033,2,235.28
ITEM-001466,ORD-000562,PRD-0051,3,63.85
ITEM-001467,ORD-000562,PRD-0085,1,301.65
ITEM-001468,ORD-000562,PRD-0058,3,380.21
ITEM-001469,ORD-000563,PRD-0028,3,166.22
ITEM-001470,ORD-000564,PRD-0071,3,281.85
ITEM-001471,ORD-000564,PRD-0007,1,161.75
ITEM-001472,ORD-000564,PRD-0082,1,323.7
ITEM-001473,ORD-000565,PRD-0061,3,179.8
ITEM-001474,ORD-000565,PRD-0009,2,96.49
ITEM-001475,ORD-000566,PRD-0078,1,292.55
ITEM-001476,ORD-000567,PRD-0079,3,213.19
ITEM-001477,ORD-000567,PRD-0077,1,378.83
ITEM-001478,ORD-000567,PRD-0023,3,202.8
ITEM-001479,ORD-000567,PRD-0002,1,341.72
ITEM-001480,ORD-000568,PRD-0025,1,315.74
ITEM-001481,ORD-000568,PRD-0066,3,282.4
ITEM-001482,ORD-000568,PRD-0079,1,272.87
ITEM-001483,ORD-000569,PRD-0031,3,10.11
ITEM-001484,ORD-000569,PRD-0021,1,398.76
ITEM-001485,ORD-000569,PRD-0052,2,271.17
ITEM-001486,ORD-000570,PRD-0076,1,211.92
ITEM-001487,ORD-000570,PRD-0009,1,224.34
ITEM-001488,ORD-000570,PRD-0072,3,145.76
ITEM-001489,ORD-000570,PRD-0036,1,246.48
ITEM-001490,ORD-000571,PRD-0059,2,234.21
ITEM-001491,ORD-000571,PRD-0034,1,168.78
ITEM-001492,ORD-000572,PRD-0072,1,206.24
ITEM-001493,ORD-000573,PRD-0015,3,383.12
ITEM-001494,ORD-000573,PRD-0069,3,107.56
ITEM-001495,ORD-000573,PRD-0057,2,229.64
ITEM-001496,ORD-000574,PRD-0044,2,275.82
ITEM-001497,ORD-000574,PRD-0076,1,197.97
ITEM-001498,ORD-000575,PRD-0009,2,257.13
ITEM-001499,ORD-000575,PRD-0029,3,283.46
ITEM-001500,ORD-000575,PRD-0041,2,382.62
ITEM-001501,ORD-000576,PRD-0034,1,122.04
ITEM-001502,ORD-000577,PRD-0087,3,330.22
ITEM-001503,ORD-000577,PRD-0010,3,373.24
ITEM-001504,ORD-000577,PRD-0061,2,147.88
ITEM-001505,ORD-000577,PRD-0074,2,81.29
ITEM-001506,ORD-000578,PRD-0064,3,87.87
ITEM-001507,ORD-000578,PRD-0031,2,90.64
ITEM-001508,ORD-000579,PRD-0032,3,148.85
ITEM-001509,ORD-000579,PRD-0014,1,368.87
ITEM-001510,ORD-000580,PRD-0079,1,308.06
ITEM-001511,ORD-000580,PRD-0070,1,340.72
ITEM-001512,ORD-000580,PRD-0048,3,133.01
ITEM-001513,ORD-000580,PRD-0074,2,201.41
ITEM-001514,ORD-000581,PRD-0051,1,302.57
ITEM-001515,ORD-000581,PRD-0017,1,215.04
ITEM-001516,ORD-000581,PRD-0055,2,376.47
ITEM-001517,ORD-000582,PRD-0065,2,163.55
ITEM-001518,ORD-000583,PRD-0059,1,282.32
ITEM-001519,ORD-000583,PRD-0059,2,278.79
ITEM-001520,ORD-000584,PRD-0087,1,157.98
ITEM-001521,ORD-000585,PRD-0042,2,248.98
ITEM-001522,ORD-000586,PRD-0024,3,112.51
ITEM-001523,ORD-000586,PRD-0035,2,383.83
ITEM-001524,ORD-000586,PRD-0044,2,81.73
ITEM-001525,ORD-000587,PRD-0027,2,283.28
ITEM-001526,ORD-000587,PRD-0048,2,343.19
ITEM-001527,ORD-000587,PRD-0036,2,80.16
ITEM-001528,ORD-000587,PRD-0017,3,277.54
ITEM-001529,ORD-000588,PRD-0035,1,226.58
ITEM-001530,ORD-000589,PRD-0026,1,322.01
ITEM-001531,ORD-000589,PRD-0020,2,324.21
ITEM-001532,ORD-000589,PRD-0023,2,204.84
ITEM-001533,ORD-000589,PRD-0081,3,218.25
ITEM-001534,ORD-000590,PRD-0063,2,107.88
ITEM-001535,ORD-000590,PRD-0073,1,165.38
ITEM-001536,ORD-000590,PRD-0021,1,94.03
ITEM-001537,ORD-000591,PRD-0061,3,47.56
ITEM-001538,ORD-000591,PRD-0043,2,150.78
ITEM-001539,ORD-000591,PRD-0072,3,373.42
ITEM-001540,ORD-000592,PRD-0045,1,170.59
ITEM-001541,ORD-000592,PRD-0045,3,385.62
ITEM-001542,ORD-000592,PRD-0026,3,234.6
ITEM-001543,ORD-000593,PRD-0037,2,136.79
ITEM-001544,ORD-000593,PRD-0066,2,312.15
ITEM-001545,ORD-000594,PRD-0011,2,249.33
ITEM-001546,ORD-000594,PRD-0060,3,383.07
ITEM-001547,ORD-000594,PRD-0022,3,325.01
ITEM-001548,ORD-000594,PRD-0044,2,256.2
ITEM-001549,ORD-000595,PRD-0010,1,73.18
ITEM-001550,ORD-000595,PRD-0030,2,133.58
ITEM-001551,ORD-000595,PRD-0038,3,114.31
ITEM-001552,ORD-000595,PRD-0083,2,115.79
ITEM-001553,ORD-000596,PRD-0047,3,238.9
ITEM-001554,ORD-000596,PRD-0058,2,75.25
ITEM-001555,ORD-000596,PRD-0003,1,293.83
ITEM-001556,ORD-000596,PRD-0085,2,376.77
ITEM-001557,ORD-000597,PRD-0027,1,164.85
ITEM-001558,ORD-000598,PRD-0009,2,223.89
ITEM-001559,ORD-000599,PRD-0051,3,308.35
ITEM-001560,ORD-000600,PRD-0014,2,251.06
ITEM-001561,ORD-000601,PRD-0084,2,130.65
ITEM-001562,ORD-000602,PRD-0037,2,254.33
ITEM-001563,ORD-000602,PRD-0017,3,337.02
ITEM-001564,ORD-000603,PRD-0005,3,149.17
ITEM-001565,ORD-000604,PRD-0061,2,390.24
ITEM-001566,ORD-000604,PRD-0070,2,223.93
ITEM-001567,ORD-000604,PRD-0018,3,220.32
ITEM-001568,ORD-000605,PRD-0081,3,257.98
ITEM-001569,ORD-000605,PRD-0073,2,214.15
ITEM-001570,ORD-000605,PRD-0082,3,130.77
ITEM-001571,ORD-000605,PRD-0045,2,220.47
ITEM-001572,ORD-000606,PRD-0057,2,152.66
ITEM-001573,ORD-000607,PRD-0020,2,14.12
ITEM-001574,ORD-000607,PRD-0067,1,144.12
ITEM-001575,ORD-000607,PRD-0061,3,13.24
ITEM-001576,ORD-000608,PRD-0062,2,13.56
ITEM-001577,ORD-000608,PRD-0056,2,242.83
ITEM-001578,ORD-000608,PRD-0001,3,155.72
ITEM-001579,ORD-000608,PRD-0053,3,180.47
ITEM-001580,ORD-000609,PRD-0021,3,297.48
ITEM-001581,ORD-000609,PRD-0050,2,96.03
ITEM-001582,ORD-000610,PRD-0055,3,103.43
ITEM-001583,ORD-000611,PRD-0037,3,299.74
ITEM-001584,ORD-000611,PRD-0035,2,83.32
ITEM-001585,ORD-000611,PRD-0009,1,63.28
ITEM-001586,ORD-000612,PRD-0082,2,250.91
ITEM-001587,ORD-000613,PRD-0080,2,83.24
ITEM-001588,ORD-000613,PRD-0003,1,29.36
ITEM-001589,ORD-000613,PRD-0069,1,82.52
ITEM-001590,ORD-000614,PRD-0037,2,58.77
ITEM-001591,ORD-000615,PRD-0002,1,45.18
ITEM-001592,ORD-000615,PRD-0002,2,94.7
ITEM-001593,ORD-000615,PRD-0054,2,316.43
ITEM-001594,ORD-000615,PRD-0064,2,190.84
ITEM-001595,ORD-000616,PRD-0043,1,338.98
ITEM-001596,ORD-000617,PRD-0008,2,312.5
ITEM-001597,ORD-000617,PRD-0010,3,193.36
ITEM-001598,ORD-000618,PRD-0033,2,333.02
ITEM-001599,ORD-000618,PRD-0016,3,107.1
ITEM-001600,ORD-000619,PRD-0032,3,397.87
ITEM-001601,ORD-000619,PRD-0026,2,296.78
ITEM-001602,ORD-000619,PRD-0013,3,269.74
ITEM-001603,ORD-000619,PRD-0027,2,161.76
ITEM-001604,ORD-000620,PRD-0042,1,255.37
ITEM-001605,ORD-000620,PRD-0006,3,375.59
ITEM-001606,ORD-000620,PRD-0067,1,108.79
ITEM-001607,ORD-000621,PRD-0026,2,356.13
ITEM-001608,ORD-000621,PRD-0086,1,389.58
ITEM-001609,ORD-000621,PRD-0031,3,179.32
ITEM-001610,ORD-000622,PRD-0022,2,238.03
ITEM-001611,ORD-000623,PRD-0032,1,387.85
ITEM-001612,ORD-000623,PRD-0075,3,195.36
ITEM-001613,ORD-000623,PRD-0077,1,154.85
ITEM-001614,ORD-000623,PRD-0012,1,71.5
ITEM-001615,ORD-000624,PRD-0088,3,141.98
ITEM-001616,ORD-000625,PRD-0008,2,261.38
ITEM-001617,ORD-000626,PRD-0017,2,100.74
ITEM-001618,ORD-000627,PRD-0057,3,85.26
ITEM-001619,ORD-000627,PRD-0049,2,292.52
ITEM-001620,ORD-000627,PRD-0033,1,199.27
ITEM-001621,ORD-000628,PRD-0072,2,221.67
ITEM-001622,ORD-000628,PRD-0063,1,231.01
ITEM-001623,ORD-000628,PRD-0070,2,136.24
ITEM-001624,ORD-000628,PRD-0060,2,348.39
ITEM-001625,ORD-000629,PRD-0009,3,70.46
ITEM-001626,ORD-000629,PRD-0038,2,221.23
ITEM-001627,ORD-000630,PRD-0001,3,207.32
ITEM-001628,ORD-000630,PRD-0024,1,251.7
ITEM-001629,ORD-000630,PRD-0047,3,103.13
ITEM-001630,ORD-000630,PRD-0009,3,387.19
ITEM-001631,ORD-000631,PRD-0025,3,276.46
ITEM-001632,ORD-000631,PRD-0071,1,249.09
ITEM-001633,ORD-000631,PRD-0042,2,259.95
ITEM-001634,ORD-000631,PRD-0015,1,214.05
ITEM-001635,ORD-000632,PRD-0006,1,79.67
ITEM-001636,ORD-000633,PRD-0026,1,199.29
ITEM-001637,ORD-000634,PRD-0005,3,260.28
